CustomerID,TransactionDate,TransactionAmount,Name,Email,Gender,Age,City,MaritalStatus,NumChildren,JoinDate
CUST10105,2021-01-07,1699.83,Yuvraj  Chaudhuri,fkurian@jaggi.net,Female,45,Hyderabad,Single,1,2020-11-18
CUST10854,2025-05-30,1151.93,Piya Brahmbhatt,tailoranahita@hotmail.com,Male,51,Kolkata,Married,4,2022-10-12
CUST10005,2023-05-06,770.34,Fateh Sharaf,qkulkarni@gmail.com,Male,59,Jaipur,Single,3,2021-05-13
CUST10890,2022-03-03,844.62,Miraan Talwar,ganesanlavanya@gulati.org,Female,40,Delhi,Single,3,2021-05-30
CUST10755,2023-03-25,298.63,Elakshi Dara,aaryahi20@ranganathan.com,Female,66,Hyderabad,Single,4,2022-11-16
CUST10657,2024-09-29,542.13,Navya Boase,mallickrati@khatri.net,Not Disclosed,49,Mumbai,Widowed,3,2022-06-05
CUST10228,2022-02-16,341.22,Manikya Singh,trishachawla@bumb.com,Female,31,Pune,Widowed,2,2021-10-02
CUST10203,2022-06-23,1195.61,Charvi Chada,goyaladira@garg.net,Female,61,Hyderabad,Married,3,2021-11-18
CUST10963,2020-12-13,725.57,Jivin Kunda,divyanshsetty@srivastava-gole.com,Female,25,Lucknow,Divorced,2,2020-11-03
CUST10735,2025-02-21,3198.09,Advik Swaminathan,raghav93@mammen-borah.info,Not Disclosed,21,Ahmedabad,Divorced,1,2023-05-29
CUST10818,2023-01-24,110.78,Zara Cheema,mannevidur@yahoo.com,Female,21,Kolkata,Married,0,2020-09-13
CUST10854,2023-08-04,3762.6,Piya Brahmbhatt,tailoranahita@hotmail.com,Male,51,Kolkata,Married,4,2022-10-12
CUST10393,2023-11-22,682.92,Elakshi Barman,advik70@walla.com,Female,32,Jaipur,Widowed,0,2022-06-04
CUST10199,2025-01-13,2022.11,Shalv Bhasin,vanyasant@jayaraman-ramanathan.com,Not Disclosed,49,Lucknow,Divorced,2,2021-06-17
CUST10310,2024-09-02,661.29,Heer Edwin,sahaanya@yahoo.com,Not Disclosed,24,Pune,Single,4,2021-11-23
CUST10834,2025-01-07,252.24,Chirag Ahluwalia,mamootyagarwal@babu.org,Not Disclosed,54,Jaipur,Married,3,2021-04-16
CUST10316,2025-06-23,1052.56,Prerak Ghosh,badal00@hotmail.com,Female,54,Ahmedabad,Married,2,2024-06-09
CUST10675,2024-09-22,764.05,Bhavin Yadav,rsetty@keer.info,Not Disclosed,51,Bangalore,Single,2,2022-10-03
CUST10797,2025-06-26,494.98,Hansh Mannan,sumersamra@grewal.info,Female,59,Kolkata,Married,0,2022-12-06
CUST10383,2025-04-12,1027.95,Shray Som,berakimaya@hotmail.com,Not Disclosed,37,Lucknow,Widowed,2,2023-03-07
CUST10999,2023-09-03,787.02,Alia Sekhon,urvichadha@hotmail.com,Male,67,Hyderabad,Widowed,1,2021-09-07
CUST10928,2025-02-20,2766.52,Shamik Bala,jayesh89@tripathi.net,Female,42,Hyderabad,Widowed,0,2023-10-19
CUST10238,2025-01-05,1775.93,Rati Gade,aissac@majumdar-sengupta.net,Female,61,Jaipur,Widowed,3,2022-07-31
CUST10028,2022-09-08,1285.73,Himmat Mann,arnav61@verma-subramaniam.com,Male,73,Delhi,Divorced,0,2021-07-29
CUST10694,2022-11-18,1135.13,Nitara Chaudhry,urvi74@yahoo.com,Male,39,Chennai,Widowed,0,2022-06-13
CUST10912,2024-05-28,600.43,Akarsh Ganesan,dasguptaira@gmail.com,Male,69,Mumbai,Married,1,2023-09-10
CUST10851,2025-03-24,1486.42,Jivika Edwin,hrishita99@dara-vaidya.com,Male,46,Bangalore,Widowed,0,2024-07-03
CUST10255,2023-11-10,235.35,Nayantara Mannan,suhana42@gmail.com,Not Disclosed,52,Mumbai,Married,2,2023-09-22
CUST10610,2025-02-16,135.19,Chirag Kadakia,dishani02@yahoo.com,Male,22,Delhi,Single,1,2024-02-28
CUST10284,2023-10-04,299.58,Diya Sahni,jsani@hotmail.com,Male,55,Bangalore,Divorced,1,2021-05-08
CUST10312,2025-04-15,2841.04,Saksham Hans,armaankapoor@iyer.com,Female,47,Ahmedabad,Widowed,0,2024-06-18
CUST10185,2024-08-30,639.85,Ira Dugar,ela20@yahoo.com,Male,64,Ahmedabad,Divorced,2,2024-01-26
CUST10817,2024-06-13,232.38,Vardaniya Dua,kkhare@mangat.net,Not Disclosed,45,Kolkata,Single,2,2022-10-10
CUST10681,2023-04-29,262.77,Hunar Krishna,nityasoman@randhawa.com,Female,65,Pune,Divorced,4,2021-11-30
CUST10717,2024-02-27,1536.17,Neysa Sengupta,ranbir25@hotmail.com,Not Disclosed,44,Bangalore,Widowed,2,2024-01-06
CUST10117,2024-05-04,2112.09,Oorja Shanker,piya42@swaminathan-sundaram.com,Female,37,Lucknow,Divorced,2,2023-09-13
CUST10902,2023-11-19,919.48,Lavanya Buch,zkrish@hotmail.com,Female,21,Delhi,Divorced,2,2023-08-05
CUST10015,2022-09-27,2298.85,Faiyaz Sur,riaan12@datta.com,Male,41,Jaipur,Divorced,0,2021-08-20
CUST10356,2024-06-30,905.97,Ivana Handa,pkata@seth.com,Female,39,Chennai,Single,2,2021-09-23
CUST10746,2025-01-17,528.35,Jayesh Gandhi,nehmatwalla@bhakta-gade.org,Male,49,Jaipur,Married,1,2023-08-17
CUST10961,2024-07-20,711.46,Neelofar Agate,wkrish@babu.biz,Not Disclosed,36,Delhi,Single,3,2024-07-05
CUST10158,2023-11-24,1000.0,Trisha Loke,kmalhotra@hotmail.com,Not Disclosed,70,Lucknow,Widowed,1,2023-08-02
CUST10711,2023-10-19,970.52,Miraan Shah,joshiishita@choudhury-mallick.com,Male,66,Jaipur,Divorced,3,2023-01-12
CUST10579,2024-11-27,757.97,Onkar Ramachandran,gbhargava@hotmail.com,Male,73,Hyderabad,Single,1,2024-07-05
CUST10768,2025-03-12,263.89,Aaryahi Kale,jgokhale@chad.info,Female,39,Jaipur,Divorced,0,2024-07-15
CUST10398,2024-10-31,152.49,Tanya Kapur,divyansh40@yahoo.com,Male,31,Delhi,Divorced,0,2023-03-17
CUST10862,2023-07-09,1487.39,Zaina Acharya,pbadami@gmail.com,Not Disclosed,30,Kolkata,Widowed,2,2022-12-28
CUST10502,2022-11-26,551.33,Reyansh Buch,anay24@dada.org,Not Disclosed,65,Pune,Married,1,2020-10-18
CUST10466,2023-07-28,648.28,Lagan Sem,pchanda@hotmail.com,Female,73,Ahmedabad,Widowed,1,2021-11-08
CUST10798,2023-03-23,391.83,Arhaan Sankaran,vaibhavsabharwal@yahoo.com,Male,57,Pune,Divorced,3,2022-07-01
CUST10859,2025-01-31,1349.14,Hridaan Sarraf,kashyapnirvi@tella-uppal.com,Not Disclosed,38,Delhi,Married,1,2022-01-17
CUST10702,2023-09-27,2633.5,Riya Sandhu,devanshkrish@cheema-bera.info,Female,23,Lucknow,Single,2,2022-07-01
CUST10912,2024-06-04,242.71,Akarsh Ganesan,dasguptaira@gmail.com,Male,69,Mumbai,Married,1,2023-09-10
CUST10115,2022-04-20,18.06,Samiha Arya,indrans71@sachar-sengupta.com,Male,58,Lucknow,Married,2,2021-03-18
CUST10994,2024-12-21,2814.01,Badal Saini,rajuivan@gmail.com,Not Disclosed,29,Hyderabad,Widowed,3,2023-04-13
CUST10231,2024-06-12,2982.37,Charvi Mammen,aradhyabandi@hotmail.com,Female,67,Delhi,Widowed,2,2024-03-15
CUST10613,2024-09-15,1271.42,Renee Zacharia,aptemadhav@hotmail.com,Male,38,Lucknow,Married,4,2023-02-03
CUST10359,2025-04-03,903.8,Rania Sibal,rvarma@sachdev.biz,Female,41,Hyderabad,Married,3,2024-06-26
CUST10063,2022-05-30,185.52,Ranbir Ravi,hrama@sharma-sawhney.com,Female,54,Jaipur,Single,1,2021-06-10
CUST10084,2024-06-15,1459.07,Armaan Loyal,arnavdevan@kalita.com,Male,24,Jaipur,Divorced,0,2024-06-05
CUST10247,2022-07-22,614.25,Baiju Basak,luthravidur@kapadia.com,Female,30,Kolkata,Single,1,2022-02-14
CUST10175,2023-06-22,1030.98,Keya Krishna,zbatra@upadhyay.com,Not Disclosed,62,Jaipur,Single,3,2022-07-27
CUST10202,2024-05-23,1014.5,Saira Doctor,sawhneyrenee@hotmail.com,Female,52,Jaipur,Married,0,2021-06-20
CUST10437,2024-03-22,1497.84,Yashvi Upadhyay,rati24@hotmail.com,Not Disclosed,19,Chennai,Married,1,2020-12-23
CUST10143,2021-03-29,2279.29,Faiyaz Raj,ishita49@gokhale.com,Not Disclosed,71,Jaipur,Divorced,1,2020-07-29
CUST10764,2022-11-23,1425.37,Seher Toor,zchar@wali.com,Male,71,Pune,Widowed,1,2022-10-09
CUST10387,2025-02-19,1544.99,Ojas Tata,bbhavsar@yahoo.com,Male,62,Jaipur,Widowed,4,2023-12-05
CUST10410,2023-04-12,206.36,Aarush Thakkar,btandon@yahoo.com,Female,69,Jaipur,Divorced,1,2021-09-19
CUST10601,2024-09-16,1908.66,Nirvaan Dewan,rhayre@vala.org,Female,56,Kolkata,Divorced,1,2023-12-16
CUST10360,2024-07-10,423.65,Jivika Wadhwa,somanivana@jayaraman.com,Male,55,Delhi,Widowed,1,2023-09-14
CUST10928,2024-01-17,581.62,Shamik Bala,jayesh89@tripathi.net,Female,42,Hyderabad,Widowed,0,2023-10-19
CUST10084,2024-09-20,873.17,Armaan Loyal,arnavdevan@kalita.com,Male,24,Jaipur,Divorced,0,2024-06-05
CUST10038,2024-01-19,977.18,Manikya Hayer,gadekabir@yahoo.com,Not Disclosed,28,Pune,Widowed,1,2023-05-07
CUST10980,2023-06-30,300.44,Aradhya Sood,advik77@yahoo.com,Male,60,Delhi,Single,3,2022-07-29
CUST10873,2023-01-25,886.67,Vardaniya Rattan,chadhabhamini@virk-aurora.com,Male,37,Kolkata,Married,0,2022-03-05
CUST10560,2025-04-16,1193.25,Riya Gill,agopal@hotmail.com,Not Disclosed,45,Jaipur,Divorced,1,2024-04-20
CUST10466,2022-10-16,466.65,Lagan Sem,pchanda@hotmail.com,Female,73,Ahmedabad,Widowed,1,2021-11-08
CUST10820,2024-05-05,1132.77,Hiran Luthra,sethiaradhya@yahoo.com,Male,32,Lucknow,Single,2,2022-02-02
CUST10870,2024-04-30,1449.48,Ojas Saini,tarinisankar@bera-kar.com,Not Disclosed,75,Ahmedabad,Single,2,2023-12-12
CUST10847,2025-01-09,198.75,Divyansh Som,bhaminidara@ganguly-bains.com,Male,50,Pune,Widowed,1,2021-02-06
CUST10587,2023-01-07,404.12,Ivana Viswanathan,anay68@bora-chada.org,Male,41,Delhi,Widowed,1,2021-12-04
CUST10362,2024-12-14,384.36,Samaira Din,soodvihaan@hotmail.com,Not Disclosed,41,Mumbai,Single,2,2023-12-05
CUST10294,2022-09-24,841.98,Aarna Kamdar,lakshitsodhi@badal.biz,Male,48,Hyderabad,Widowed,2,2021-10-10
CUST10719,2024-12-22,460.53,Nirvaan Saxena,parinaaz84@yogi.com,Male,67,Kolkata,Widowed,3,2024-07-23
CUST10381,2025-06-21,1789.17,Suhana Talwar,agatevihaan@mangat-gala.biz,Not Disclosed,41,Chennai,Widowed,3,2023-07-03
CUST10761,2020-11-15,1046.32,Krish Gill,royaaryahi@hotmail.com,Male,28,Lucknow,Married,2,2020-09-18
CUST10801,2022-12-27,1486.97,Parinaaz Gala,manikyaganguly@kannan.org,Not Disclosed,27,Ahmedabad,Divorced,1,2022-12-08
CUST10336,2023-06-30,1331.3,Jivika Barman,andraranbir@desai.com,Not Disclosed,34,Mumbai,Single,2,2022-12-20
CUST10994,2024-01-07,800.73,Badal Saini,rajuivan@gmail.com,Not Disclosed,29,Hyderabad,Widowed,3,2023-04-13
CUST10946,2021-09-09,748.61,Ranbir Venkataraman,armaan13@gmail.com,Male,51,Pune,Widowed,0,2021-04-06
CUST10383,2024-03-04,417.37,Shray Som,berakimaya@hotmail.com,Not Disclosed,37,Lucknow,Widowed,2,2023-03-07
CUST10903,2022-11-20,1301.97,Yuvraj  Ram,sehgaltarini@yahoo.com,Male,29,Jaipur,Widowed,1,2021-07-14
CUST10957,2025-01-18,1615.41,Yuvraj  Basu,sarakapur@hotmail.com,Male,40,Lucknow,Single,2,2024-05-18
CUST10011,2021-07-04,688.99,Vardaniya Varty,aaryahibala@virk-gopal.org,Not Disclosed,63,Jaipur,Widowed,1,2020-08-06
CUST10954,2025-01-28,1823.64,Chirag Sen,divitbhatt@varma.com,Not Disclosed,54,Mumbai,Widowed,1,2024-03-10
CUST10875,2024-09-22,341.22,Alisha Shere,tdora@barad-kulkarni.org,Male,67,Pune,Married,4,2022-09-19
CUST10117,2023-12-29,766.28,Oorja Shanker,piya42@swaminathan-sundaram.com,Female,37,Lucknow,Divorced,2,2023-09-13
CUST10396,2023-03-30,2165.19,Kismat Chaudry,yashvi62@kuruvilla.com,Male,34,Jaipur,Single,1,2023-01-28
CUST10308,2023-03-09,494.67,Azad Master,ryan18@yahoo.com,Male,51,Hyderabad,Single,0,2020-11-12
CUST10980,2025-01-11,78.05,Aradhya Sood,advik77@yahoo.com,Male,60,Delhi,Single,3,2022-07-29
CUST10279,2024-02-14,579.23,Advika Bhardwaj,kiararamaswamy@goyal.com,Not Disclosed,56,Mumbai,Single,3,2022-08-09
CUST10059,2024-09-25,1060.1,Zara Arora,mahajanritvik@sidhu.com,Male,38,Mumbai,Widowed,0,2021-10-13
CUST10685,2024-01-02,764.33,Saira Venkatesh,divit41@bhardwaj.net,Not Disclosed,34,Pune,Single,0,2023-02-10
CUST10863,2024-10-28,838.86,Pari Luthra,aarush03@viswanathan.biz,Male,72,Kolkata,Divorced,0,2023-09-05
CUST10779,2024-01-11,729.41,Mannat Jhaveri,dchoudhry@hotmail.com,Not Disclosed,35,Lucknow,Married,3,2022-07-28
CUST10523,2024-12-25,725.88,Emir Sankaran,gkata@hotmail.com,Male,69,Kolkata,Married,0,2020-10-06
CUST10491,2022-01-16,1670.21,Ivana Manne,dmandal@kapadia.net,Not Disclosed,46,Chennai,Married,0,2021-06-18
CUST10283,2024-06-20,1579.44,Ahana  Loke,drishya27@divan-master.org,Female,67,Mumbai,Single,2,2023-11-14
CUST10053,2025-03-16,457.65,Eshani Bath,deolsara@gmail.com,Female,74,Jaipur,Widowed,2,2023-09-05
CUST10503,2023-11-30,532.43,Kartik Barad,aniruddh32@chahal.org,Female,26,Lucknow,Married,0,2022-09-05
CUST10325,2023-08-17,575.94,Rohan Lad,kanav88@loke.com,Male,55,Lucknow,Married,2,2023-07-31
CUST10854,2024-04-28,470.27,Piya Brahmbhatt,tailoranahita@hotmail.com,Male,51,Kolkata,Married,4,2022-10-12
CUST10721,2024-04-07,1082.2,Drishya Biswas,advikavala@hotmail.com,Not Disclosed,75,Bangalore,Single,2,2022-02-28
CUST10438,2024-08-04,1211.99,Shanaya Gala,arnavbal@gmail.com,Female,54,Bangalore,Married,0,2024-07-24
CUST10755,2025-06-06,18.6,Elakshi Dara,aaryahi20@ranganathan.com,Female,66,Hyderabad,Single,4,2022-11-16
CUST10466,2025-03-15,1270.56,Lagan Sem,pchanda@hotmail.com,Female,73,Ahmedabad,Widowed,1,2021-11-08
CUST10595,2023-03-02,1060.67,Devansh Karnik,preraksarraf@hotmail.com,Female,30,Jaipur,Divorced,0,2022-03-07
CUST10905,2024-10-19,1514.38,Kanav Bala,arnav84@chandran.net,Female,50,Ahmedabad,Widowed,3,2024-04-22
CUST10575,2021-08-12,594.15,Kartik Kashyap,nghose@hotmail.com,Male,24,Chennai,Widowed,0,2021-03-10
CUST10860,2024-07-29,3115.17,Veer Anne,salvitanya@hotmail.com,Male,44,Bangalore,Single,2,2023-04-29
CUST10524,2023-08-10,422.16,Zoya Verma,vasaprerak@hotmail.com,Not Disclosed,70,Bangalore,Divorced,0,2022-11-03
CUST10225,2025-07-27,136.11,Mehul Dhillon,divitbir@gour.com,Male,29,Ahmedabad,Divorced,3,2022-02-07
CUST10174,2025-05-03,1385.12,Shlok Zachariah,nbains@walla.com,Male,33,Mumbai,Married,1,2024-04-22
CUST10523,2023-04-08,182.43,Emir Sankaran,gkata@hotmail.com,Male,69,Kolkata,Married,0,2020-10-06
CUST10042,2023-09-03,576.36,Hridaan Tara,emir89@yahoo.com,Male,37,Delhi,Single,1,2021-05-03
CUST10410,2022-01-03,760.68,Aarush Thakkar,btandon@yahoo.com,Female,69,Jaipur,Divorced,1,2021-09-19
CUST10262,2022-10-01,725.13,Lagan Savant,kallaaarush@yahoo.com,Male,64,Delhi,Divorced,1,2021-12-08
CUST10196,2024-01-21,210.03,Vardaniya Karnik,mehul87@gmail.com,Male,38,Chennai,Divorced,1,2023-10-18
