CustomerID,Name,Email,Gender,Age,City,MaritalStatus,NumChildren,JoinDate,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST10072,Vihaan Mand,anyasubramanian@yahoo.com,Female,43,Delhi,Single,3,2022-02-01,62,20,19269.82,2,2,2,222,Lost Customers
CUST10073,Saanvi Choudhry,nitaraaurora@hotmail.com,Not Disclosed,47,Delhi,Divorced,0,2024-04-05,7,22,25019.24,5,2,4,524,Other
CUST10074,Adah Sidhu,kanav12@kapadia.com,Not Disclosed,67,Jaipur,Widowed,2,2022-04-15,73,18,15022.48,2,1,1,211,Lost Customers
CUST10075,Amira Lall,vanyabiswas@kannan.biz,Female,29,Jaipur,Married,1,2023-02-25,30,16,14250.63,3,1,1,311,Other
CUST10076,Saanvi Chauhan,beramanikya@yahoo.com,Male,41,Delhi,Divorced,0,2021-08-06,16,27,34412.15,4,4,5,445,Loyal Customers
CUST10077,Divyansh Chander,tailorkimaya@walia.com,Female,23,Lucknow,Divorced,3,2021-12-10,145,13,15500.23,1,1,1,111,Lost Customers
CUST10078,Shlok Saini,rameshrania@gmail.com,Female,37,Mumbai,Divorced,0,2022-09-05,171,21,19157.39,1,2,2,122,Lost Customers
CUST10079,Yakshit Dada,wgulati@gmail.com,Not Disclosed,75,Ahmedabad,Married,1,2020-12-23,183,25,27773.87,1,4,4,144,At Risk
CUST10080,Raunak Kashyap,alishasehgal@yahoo.com,Not Disclosed,57,Lucknow,Single,0,2021-07-23,162,14,15268.83,1,1,1,111,Lost Customers
CUST10081,Kiara Bhakta,bajajabram@varughese.com,Male,69,Hyderabad,Widowed,0,2021-12-23,19,28,25631.41,4,5,4,454,Loyal Customers
CUST10082,Kavya Dhawan,wbuch@borra.com,Not Disclosed,73,Delhi,Single,0,2024-05-09,37,31,31861.25,3,5,5,355,Big Spenders
CUST10083,Nitya Madan,idatta@kashyap.com,Male,36,Chennai,Widowed,1,2022-03-22,77,24,24797.15,2,3,4,234,At Risk
CUST10084,Armaan Loyal,arnavdevan@kalita.com,Male,24,Jaipur,Divorced,0,2024-06-05,18,20,20105.38,4,2,2,422,Other
CUST10085,Navya Bhattacharyya,nitarakapur@yahoo.com,Not Disclosed,29,Bangalore,Married,4,2020-09-09,39,24,22091.69,3,3,3,333,Other
CUST10086,Pranay Rege,bijuraja@chahal.org,Female,37,Delhi,Divorced,0,2021-12-23,11,23,21872.11,4,3,3,433,Other
CUST10087,Sumer Mahal,riyawable@hotmail.com,Male,27,Jaipur,Single,2,2023-07-18,1,18,15909.34,5,1,1,511,New Customers
CUST10088,Riya Deol,jayesh12@chaudry.com,Not Disclosed,69,Jaipur,Married,0,2022-05-18,2,22,24331.62,5,2,3,523,Other
CUST10089,Drishya Keer,dugararnav@gmail.com,Female,52,Bangalore,Single,2,2020-10-19,126,23,17913.55,1,3,1,131,At Risk
CUST10090,Ahana  Salvi,tsingh@arora-shan.net,Not Disclosed,33,Ahmedabad,Single,2,2022-11-01,26,26,25428.01,3,4,4,344,Other
CUST10091,Ojas Sura,doraarhaan@yahoo.com,Female,69,Kolkata,Divorced,1,2021-09-21,101,16,14476.47,1,1,1,111,Lost Customers
CUST10092,Saksham Shah,yashvi61@doshi.com,Not Disclosed,47,Mumbai,Widowed,2,2020-10-27,92,22,17625.85,1,2,1,121,Lost Customers
CUST10093,Shalv Gara,iben@hotmail.com,Male,34,Pune,Single,2,2022-09-17,76,26,23731.27,2,4,3,243,At Risk
CUST10094,Eshani Mammen,shanaya23@hayer-lad.com,Female,54,Mumbai,Single,2,2024-01-15,8,20,18993.77,5,2,2,522,Other
CUST10095,Shray Bhatnagar,doctoryasmin@loke.com,Not Disclosed,26,Lucknow,Married,0,2020-12-27,3,26,31143.28,5,4,5,545,Loyal Customers
CUST10096,Purab Gaba,bordesamar@gaba.org,Female,43,Lucknow,Widowed,0,2021-12-06,21,28,24580.51,4,5,4,454,Loyal Customers
CUST10097,Ranbir Khatri,seher61@hotmail.com,Male,32,Pune,Single,0,2020-11-12,244,19,20866.06,1,1,2,112,Lost Customers
CUST10098,Himmat Bajwa,vardaniya39@hotmail.com,Female,50,Pune,Married,0,2023-12-25,20,29,25677.14,4,5,4,454,Loyal Customers
CUST10099,Yasmin Rout,ddube@hotmail.com,Female,61,Pune,Married,2,2022-01-06,85,20,19215.59,1,2,2,122,Lost Customers
CUST10100,Aniruddh Borah,jivikabhavsar@gmail.com,Female,53,Lucknow,Divorced,4,2022-01-08,11,26,22368.02,4,4,3,443,Loyal Customers
CUST10101,Samiha Rao,mahajanpihu@saxena-bera.com,Male,21,Delhi,Divorced,0,2021-05-11,43,30,31308.12,2,5,5,255,Big Spenders
CUST10102,Mohanlal Mangal,sundarammadhav@tripathi.biz,Male,37,Ahmedabad,Divorced,2,2021-09-08,22,25,28145.06,4,4,5,445,Loyal Customers
CUST10103,Aradhya Savant,krishram@yahoo.com,Female,28,Pune,Single,3,2020-08-31,6,19,17131.91,5,1,1,511,New Customers
CUST10104,Aarna Kara,yasminkhosla@hotmail.com,Not Disclosed,50,Lucknow,Widowed,0,2024-04-03,40,29,25287.92,3,5,4,354,Other
CUST10105,Yuvraj  Chaudhuri,fkurian@jaggi.net,Female,45,Hyderabad,Single,1,2020-11-18,1,17,15460.38,5,1,1,511,New Customers
CUST10106,Arnav Goda,chandranrohan@hotmail.com,Female,63,Chennai,Widowed,1,2023-12-17,132,23,28357.19,1,3,5,135,Big Spenders
CUST10107,Hrishita Bhasin,urvi89@hotmail.com,Male,52,Mumbai,Single,2,2023-07-07,31,31,29891.15,3,5,5,355,Big Spenders
CUST10108,Hrishita Tank,alisha42@hotmail.com,Not Disclosed,24,Ahmedabad,Single,4,2021-10-10,59,21,17499.82,2,2,1,221,Lost Customers
CUST10109,Ira Som,myra06@sahota.com,Male,67,Lucknow,Single,1,2022-06-19,16,20,19262.11,4,2,2,422,Other
CUST10110,Raunak Sahni,bathaarush@desai-kata.com,Male,72,Kolkata,Widowed,1,2022-05-13,4,19,19104.42,5,1,2,512,Other
CUST10111,Myra Shere,vidur71@yahoo.com,Female,46,Bangalore,Widowed,4,2023-12-17,25,29,26939.12,3,5,4,354,Other
CUST10112,Zeeshan Borah,pranaygour@raja.biz,Male,45,Lucknow,Widowed,3,2022-01-30,11,24,28662.05,4,3,5,435,Big Spenders
CUST10113,Seher Kade,xganesh@yahoo.com,Not Disclosed,36,Ahmedabad,Married,1,2021-09-02,6,27,29867.71,5,4,5,545,Loyal Customers
CUST10114,Yakshit Sehgal,balayhansh@gmail.com,Not Disclosed,18,Hyderabad,Widowed,1,2021-06-28,105,24,23163.03,1,3,3,133,At Risk
CUST10115,Samiha Arya,indrans71@sachar-sengupta.com,Male,58,Lucknow,Married,2,2021-03-18,33,18,15766.28,3,1,1,311,Other
CUST10116,Dhruv Kala,hazelkakar@bajwa-sachdev.com,Male,29,Ahmedabad,Married,1,2024-02-15,17,19,26530.97,4,1,4,414,Other
CUST10117,Oorja Shanker,piya42@swaminathan-sundaram.com,Female,37,Lucknow,Divorced,2,2023-09-13,3,30,23458.25,5,5,3,553,Loyal Customers
CUST10118,Parinaaz Rout,qbhatia@din-sanghvi.net,Female,68,Bangalore,Divorced,1,2023-12-02,53,19,17262.89,2,1,1,211,Lost Customers
CUST10119,Farhan Raman,bordeveer@hotmail.com,Male,67,Hyderabad,Widowed,0,2022-09-10,27,22,23284.31,3,2,3,323,Other
CUST10120,Ivan Lad,isharaf@yahoo.com,Male,75,Mumbai,Single,1,2024-06-04,63,17,24587.02,2,1,4,214,Lost Customers
CUST10121,Myra Wason,aradhya10@saha.com,Male,52,Ahmedabad,Married,0,2024-04-08,16,24,21757.67,4,3,3,433,Other
CUST10122,Rohan Sidhu,diyadevan@sastry-dasgupta.biz,Female,54,Ahmedabad,Widowed,1,2020-10-24,37,12,12595.31,3,1,1,311,Other
CUST10123,Onkar Chatterjee,latamahika@hotmail.com,Female,66,Jaipur,Divorced,0,2021-03-16,25,17,13590.87,3,1,1,311,Other
CUST10124,Purab Dey,priyansh73@yahoo.com,Female,63,Pune,Divorced,1,2021-03-17,128,30,31363.84,1,5,5,155,Big Spenders
CUST10125,Nakul Gara,seherwable@saran.com,Female,39,Lucknow,Widowed,0,2022-02-20,57,21,20067.81,2,2,2,222,Lost Customers
CUST10126,Eva Sant,sakshamrastogi@khatri-gala.com,Female,42,Hyderabad,Single,4,2020-10-27,32,19,19025.72,3,1,2,312,Other
CUST10127,Rasha Dave,raviheer@bakshi.com,Not Disclosed,56,Jaipur,Married,4,2021-02-12,27,25,22845.44,3,4,3,343,Other
CUST10128,Damini Mander,agade@gmail.com,Female,56,Jaipur,Widowed,3,2021-07-15,51,23,31648.97,2,3,5,235,Big Spenders
CUST10129,Mannat Choudhary,ranbirsangha@vasa.org,Not Disclosed,37,Bangalore,Widowed,2,2024-01-26,8,25,19982.36,5,4,2,542,Loyal Customers
CUST10130,Akarsh Bhat,hiran14@gmail.com,Not Disclosed,30,Chennai,Single,2,2023-08-19,69,25,23137.08,2,4,3,243,At Risk
CUST10131,Shray Barad,doctorsamar@desai.com,Not Disclosed,45,Kolkata,Divorced,3,2023-06-22,5,30,32229.5,5,5,5,555,Best Customers
CUST10132,Dhanush Boase,saira31@hotmail.com,Not Disclosed,64,Delhi,Widowed,4,2022-02-10,43,19,15169.54,2,1,1,211,Lost Customers
CUST10133,Aayush Kurian,godazaina@hotmail.com,Male,58,Ahmedabad,Single,1,2021-12-21,9,22,17839.95,5,2,1,521,Other
CUST10134,Mahika Virk,rbath@hotmail.com,Not Disclosed,27,Kolkata,Divorced,2,2023-08-27,88,28,26477.91,1,5,4,154,At Risk
CUST10135,Jivika Kadakia,madhup48@gmail.com,Male,70,Lucknow,Single,1,2023-03-20,10,30,26564.24,5,5,4,554,Loyal Customers
CUST10136,Jayant Dara,idevan@dass.com,Female,69,Kolkata,Divorced,0,2020-10-20,25,37,29558.13,3,5,5,355,Big Spenders
CUST10137,Anika Bhatnagar,sharmaumang@gmail.com,Female,49,Bangalore,Widowed,1,2022-10-30,5,14,14635.65,5,1,1,511,New Customers
CUST10138,Inaaya  Mall,alia22@mann.com,Female,50,Delhi,Widowed,0,2023-05-11,62,20,23618.99,2,2,3,223,Lost Customers
CUST10139,Tejas Wali,indransvala@yahoo.com,Male,60,Pune,Single,0,2022-08-19,81,22,22869.38,1,2,3,123,Lost Customers
CUST10140,Yuvaan Bhargava,ritvik90@agrawal.com,Not Disclosed,28,Delhi,Widowed,2,2024-02-13,40,18,18191.01,3,1,2,312,Other
CUST10141,Amira Aurora,xdevi@yahoo.com,Female,56,Ahmedabad,Married,1,2022-03-10,105,20,26893.44,1,2,4,124,Lost Customers
CUST10142,Baiju Bawa,royrenee@hotmail.com,Male,74,Chennai,Divorced,0,2022-04-20,104,21,18384.71,1,2,2,122,Lost Customers
CUST10143,Faiyaz Raj,ishita49@gokhale.com,Not Disclosed,71,Jaipur,Divorced,1,2020-07-29,33,25,24155.01,3,4,3,343,Other
CUST10144,Emir Mand,farhansoni@gmail.com,Not Disclosed,65,Mumbai,Married,0,2024-07-08,3,31,28005.14,5,5,5,555,Best Customers
CUST10145,Aarna Wable,nirvi09@yahoo.com,Not Disclosed,63,Jaipur,Divorced,1,2024-06-21,1,20,17762.440000000002,5,2,1,521,Other
CUST10146,Taimur Din,ssur@gmail.com,Not Disclosed,32,Kolkata,Widowed,0,2022-05-04,138,20,19410.93,1,2,2,122,Lost Customers
CUST10147,Bhavin Garde,inaaya-rout@kohli.com,Female,73,Lucknow,Divorced,2,2023-04-11,83,24,21808.06,1,3,3,133,At Risk
CUST10148,Anvi Yadav,lraval@sehgal-comar.com,Female,57,Hyderabad,Single,3,2023-01-20,40,34,33617.24,3,5,5,355,Big Spenders
CUST10149,Shalv Saha,esharaf@koshy-sachdev.com,Not Disclosed,43,Chennai,Widowed,3,2021-08-18,49,28,24635.16,2,5,4,254,At Risk
CUST10150,Yakshit Madan,ideol@ahuja.biz,Male,68,Ahmedabad,Married,0,2022-05-31,93,19,19246.11,1,1,2,112,Lost Customers
CUST10151,Neysa Barad,ysinha@krishnamurthy.com,Not Disclosed,28,Lucknow,Widowed,1,2021-01-14,210,25,26887.19,1,4,4,144,At Risk
CUST10152,Indrans Lala,advik76@sarraf.com,Not Disclosed,27,Lucknow,Divorced,1,2024-06-23,3,26,29234.49,5,4,5,545,Loyal Customers
CUST10153,Aarush Magar,qbuch@garg.com,Male,26,Bangalore,Widowed,1,2022-11-11,33,21,20399.19,3,2,2,322,Other
CUST10154,Jayant Guha,aaryahidalal@kuruvilla.com,Female,33,Delhi,Married,2,2020-11-24,272,23,20635.04,1,3,2,132,At Risk
CUST10155,Nishith Issac,mandernayantara@gmail.com,Female,22,Delhi,Married,1,2023-07-21,38,19,16764.21,3,1,1,311,Other
CUST10156,Jhanvi Batta,ladnakul@gmail.com,Female,24,Bangalore,Single,0,2022-03-22,174,17,16016.11,1,1,1,111,Lost Customers
CUST10157,Anahita Dewan,kimayabhavsar@hotmail.com,Not Disclosed,19,Hyderabad,Single,1,2020-08-30,2,32,23516.38,5,5,3,553,Loyal Customers
CUST10158,Trisha Loke,kmalhotra@hotmail.com,Not Disclosed,70,Lucknow,Widowed,1,2023-08-02,7,24,29484.01,5,3,5,535,Big Spenders
CUST10159,Zara Chaudhry,taran24@hotmail.com,Female,25,Lucknow,Married,0,2022-04-04,171,20,21495.83,1,2,3,123,Lost Customers
CUST10160,Vanya Sen,shayak24@date-ghosh.biz,Female,32,Pune,Widowed,1,2021-10-06,70,28,33240.71,2,5,5,255,Big Spenders
CUST10161,Abram Borde,mamooty31@luthra.net,Male,32,Hyderabad,Divorced,1,2021-10-05,296,26,28065.93,1,4,5,145,Big Spenders
CUST10162,Kashvi Boase,msawhney@gmail.com,Not Disclosed,42,Hyderabad,Widowed,2,2022-05-26,42,15,16671.719999999998,3,1,1,311,Other
CUST10163,Indrans Srivastava,shenoyyuvaan@joshi-sanghvi.com,Female,49,Lucknow,Single,3,2023-03-27,13,27,25634.43,4,4,4,444,Loyal Customers
CUST10164,Pari Luthra,vaibhavboase@chaudhuri-sahota.biz,Male,20,Mumbai,Single,3,2023-02-02,9,21,26321.66,5,2,4,524,Other
CUST10165,Mamooty Dixit,ayesha84@kurian.com,Female,74,Kolkata,Divorced,3,2022-02-03,11,26,19192.62,4,4,2,442,Loyal Customers
CUST10166,Akarsh Dhillon,tanya74@balakrishnan.com,Female,28,Bangalore,Single,0,2023-07-29,18,20,20249.47,4,2,2,422,Other
CUST10167,Mohanlal Tara,varmaadira@raj.com,Male,74,Jaipur,Single,1,2021-04-03,25,18,15608.84,3,1,1,311,Other
CUST10168,Gatik Zachariah,hsahota@talwar.org,Female,26,Delhi,Widowed,2,2022-09-20,50,13,11735.21,2,1,1,211,Lost Customers
CUST10169,Saanvi Bhasin,esaini@rana.com,Female,75,Mumbai,Single,1,2021-08-28,75,23,19834.11,2,3,2,232,At Risk
CUST10170,Oorja Sampath,xdevan@kade.info,Not Disclosed,71,Bangalore,Single,3,2023-04-16,59,23,18648.32,2,3,2,232,At Risk
CUST10171,Kabir Mammen,cshetty@chhabra-hegde.net,Male,45,Delhi,Married,0,2020-12-27,70,25,26021.7,2,4,4,244,At Risk
CUST10172,Nirvaan Batta,vaidyaaarna@chandra-chadha.org,Not Disclosed,26,Ahmedabad,Married,2,2024-01-27,32,26,33993.03,3,4,5,345,Big Spenders
CUST10173,Diya Hans,mehulgole@hotmail.com,Female,39,Ahmedabad,Divorced,2,2022-09-16,11,19,22324.73,4,1,3,413,Other
CUST10174,Shlok Zachariah,nbains@walla.com,Male,33,Mumbai,Married,1,2024-04-22,1,29,29017.0,5,5,5,555,Best Customers
CUST10175,Keya Krishna,zbatra@upadhyay.com,Not Disclosed,62,Jaipur,Single,3,2022-07-27,169,20,20311.49,1,2,2,122,Lost Customers
CUST10176,Sumer Keer,banand@raja-shere.com,Not Disclosed,44,Jaipur,Married,2,2022-04-02,63,29,32829.85,2,5,5,255,Big Spenders
CUST10177,Kimaya Raja,venkateshmahika@yahoo.com,Not Disclosed,45,Delhi,Divorced,2,2023-12-16,3,22,22238.59,5,2,3,523,Other
CUST10178,Elakshi Subramanian,badamikaira@amble.com,Not Disclosed,66,Delhi,Divorced,0,2022-05-04,49,31,27393.78,2,5,4,254,At Risk
CUST10179,Suhana Majumdar,keya17@barman.info,Male,27,Mumbai,Married,3,2022-01-03,42,32,36781.37,3,5,5,355,Big Spenders
CUST10180,Ishaan Gaba,hunarwason@hotmail.com,Male,21,Delhi,Widowed,1,2021-12-30,10,34,33987.78,5,5,5,555,Best Customers
CUST10181,Yuvaan Dutt,shlok49@yahoo.com,Male,38,Mumbai,Married,1,2021-03-16,84,22,27047.95,1,2,4,124,Lost Customers
